english,german
"Before the citizen's initiative project, a banner with the message ""We are in favour"" was put up.","Vor der Aktion der BI war ein Transparent mit der Botschaft ""Wir sind dafür"" angebracht worden."
"However, this did little to distract the 20 or so members of the citizen's initiative from their project.",Das störte die etwa 20 Mitglieder der Bürgerinitiative jedoch wenig bei ihrer Aktion.
"Their motto, on the large billboard stated ""We are against unfinished buildings"".","Ihr Motto auf dem großen Plakat hieß ""Wir sind gegen Bauruinen""."
In so doing they wanted to point out the danger of even bigger ruins on the Schweizer Wiese - should the huge project one day fail.,Damit wollte sie auf die Gefahr von noch größeren Ruinen auf der Schweizer Wiese hinweisen - sollte das Riesenprojekt eines Tages scheitern.
"Chatting with many people passing by the ""construction site"", it became clear that many citizens believe the execution of the project would make things much better for the town, although many have the same questions as the citizen's initiative regarding the scale of the planned project.","Im Gespräch mit vielen Passanten vor der ""Baustelle"" wurde deutlich, dass manche Bürger glauben, dass es mit der Verwirklichung des Projektes der Stadt vielen besser gehen werde, obwohl nicht wenige die gleichen Fragen an die Dimension des vorgestellten Projekts haben wie die BI."
"However, they are beginning to resign themselves as the town continues to stall in providing answers, said a statement from the citizen's initiative.","Aber sie fangen an zu resignieren, weil die Stadt diese Antworten weiter hinauszögert, heißt es vonseiten der BI."
We have now been told that the public statements made by the Mayor are also having an impact.,"Wie zu hören war, wirken sich auch die öffentlichen Äußerungen des Bürgermeisters aus."
"In May, in the meeting of the Town Council, he said that he feared for the outcome of the spa should the population vote against the plans for a spa and wellness complex on the Schweizer Wiese in the local referendum.","Mai hatte in der Gemeinderatssitzung gesagt, dass er das Aus für das Thermalbad befürchtet, sollte die Bevölkerung beim Bürgerentscheid gegen die Pläne für einen Bade- und Wellnesskomplex auf der Schweizer Wiese stimmen."
"Some appear utterly frightened by it, others perceive it as a ""blatant attempt to blackmail"" the population, continued the press release from the citizen's initiative.","Manche erscheinen deswegen geradezu verängstigt, andere empfinden sie als ""plumpen Erpressungsversuch"" an der Bevölkerung, heißt es in der Pressemitteilung der BI weiter."
The citizen's initiative thanked those who donated paint and all those who lent a hand.,Die BI dankte den Spendern für die Farbe und allen Helfern.
Rangnick scolding for refs: Mane is no diver,Rangnick-Schelte für Schiris: Mane kein Schwalbenkönig
"As satisfied as Ralf Rangnick is with the present winning form of the Austrian Bundesliga table-toppers, Red Bull Salzburg, the Sporting Director of the ""Bulls"" expressed equal disappointment with the referees.","So zufrieden Ralf Rangnick mit der aktuellen Hochform von Bundesliga-Tabellenführer Red Bull Salzburg auch ist, so enttäuscht zeigte sich der Sportdirektor der ""Bullen"" von den Schiedsrichtern."
"""There is currently a dangerous trend, with Mane and Alan being dubbed as 'divers',"" he said at a press conference in Salburg on Thursday, in defence of the two tricky offensive players.","""Es gibt derzeit eine gefährliche Tendenz, dass Mane und Alan in die Kategorie Schwalbenkönige gedrängt werden"", nahm er die beiden Offensivwirbler am Donnerstag auf einer Pressekonferenz in Salzburg in Schutz."
"The most recent cause for Rangnick's criticism was the yellow card for Mane at 3:0 against Grödig last Sunday, whereby the Senegalese striker was penalised for supposed play acting - admittedly this was not justified, as shown by TV footage.","Jüngster Anlass für Rangnicks Kritik war Gelb für Mane beim 3:0 gegen Grödig am vergangenen Sonntag, bei dem dem Senegalesen eine angebliche Schauspielerei zum Verhängnis wurde - die freilich keine war, wie die TV-Bilder zeigten."
"""A blatant wrong decision,"" commented Rangnick, who referred to Harkam as being ""completely out of his depth"".","""Eine krasse Fehlentscheidung"", meinte Rangnick, der Schiedsrichter Harkam als ""völlig überfordert"" bezeichnete."
"Harkam also played ""his part"" in the escalation between Salzburg Coach Roger Schmidt and Grödig Trainer Adi Hütter after the game.","Harkam hätte zudem ""seinen Teil"" zur Eskalation zwischen Salzburg-Coach Roger Schmidt und Grödig-Trainer Adi Hütter nach der Partie beigetragen."
"He firmly defended his German compatriot: ""In each individual situation I would have behaved in the same way as Roger Schmidt"".","Seinen deutschen Landsmann verteidigte er dezidiert: ""Da hätte ich mich in jeder einzelnen Situation gleich verhalten wie Roger Schmidt""."
Schmidt himself did not wish to have any contact with his colleagues after the skirmish with Hütter.,Schmidt selbst will nach dem Scharmützel mit Hütter keinen Kontakt mit seinem Kollegen gehabt haben.
I do not know why.,"Ich wüsste nicht, wieso."
"""After all, I was the one who was insulted,"" emphasised the 46-year-old.","""Denn ich bin derjenige, der beleidigt wurde"", betonte der 46-Jährige."
"However, with regard to the winning run, Rangnick sang his team's praises.",Angesichts des Erfolgslaufs stimmte Rangnick aber eine Lobeshymne an.
"""There are only two words for it: Really good,"" he stated.","""Dafür gibt es nur zwei Worte: Richtig gut"", konstatierte er."
There is not a lot you can criticise.,Es gibt nicht viel auszusetzen.
"Most of all, the manner in which the team is playing is impressive.","Vor allem die Art und Weise, wie die Mannschaft spielt, ist beeindruckend."
We must stay composed and keep it up.,Das soll ruhig so weitergehen.
There will hardly be any squad changes in the winter transfer window.,Kaderänderungen in der Winter-Transferzeit werde es kaum geben.
There is no major reason to change anything.,"Es gibt keine großartigen Gründe, etwas zu verändern."
"""Unless a player comes forward and expresses the desire to leave the club,"" explained Rangnick.","""Außer ein Spieler tritt mit dem Wunsch heran, dass er den Verein verlassen will"", stellte Rangnick klar."
Supreme Court upholds Obama health care law,Supreme Court bestätigt Obamas Gesundheitsgesetz
"In a major victory for the Obama administration, the US Supreme Court today ruled Barack Obama's signature health care law is constitutional.","Es ist ein großer Sieg für die Regierung Obama: Der US-amerikanische Supreme Court entschied heute, dass das eng mit Barack Obama verknüpfte Gesundheitsgesetz verfassungsmäßig ist."
"By a 5-4 vote, the justices ruled the Patient Protection and Affordable Care Act's individual mandate - which requires citizens to buy health insurance by 2014 or else pay a penalty - was constitutional under the taxing power of the government.","Mit fünf zu vier Stimmen urteilten die Richter, dass das Einzelmandat des Patient Protection and Affordable Care Act – es zwingt US-amerikanische Bürger, bis 2014 eine Krankenversicherung abzuschließen oder eine Strafe zu zahlen – im Rahmen der Steuerautorität des Staates verfassungsmäßig ist."
"Chief Justice John Roberts sided with the four more liberal members of the court while Justices Scalia, Thomas, Alito and Kennedy dissented.","Der oberste Richter John Roberts schlug sich auf die Seite der vier liberaleren Mitglieder der Kammer, während die Richter Scalia, Thomas, Alito und Kennedy dagegen entschieden."
"The court also upheld the remaining sections of the 2700 page law, and further held that the health care law's requirement that states increase Medicaid eligibility or else lose all federal Medicaid funding is not unconstitutionally coercive.","Das Gericht bestätigte auch die restlichen Abschnitte des 2700 Seiten umfassenden Gesetzes und vertrat außerdem die Ansicht, die Vorgabe des Gesundheitsgesetzes, wonach Bundesstaaten entweder die Zugangsvoraussetzungen für Medicaid erweitern müssten oder ansonsten sämtliche staatlichen Medicaid-Förderungen gestrichen würden, sei nicht verfassungswidrig einschränkend."
The suit to block the law was brought by 26 states and the National Federation of Independent Business.,Das Klageverfahren gegen das Gesetz war von 26 Bundesstaaten und der National Federation of Independent Business angestrengt worden.
"The law was vigorously opposed by each of the major Republican presidential candidates during the 2012 primary season, including presumptive nominee Mitt Romney.","Das Gesetz war von allen führenden republikanischen Präsidentschaftskandidaten, einschließlich des letztendlichen Herausforderers Mitt Romney, im Vorwahlkampf 2012 entschieden abgelehnt worden."
Norway: Norwegian village lights itself up with huge mirrors,Norwegen: Norwegischer Ort macht sich mit Riesenspiegeln Licht
"Using huge mirrors, the residents of a Norwegian village have brought light to their dreary valley.",Mit riesigen Spiegeln haben die Einwohner eines norwegischen Örtchens Licht in ihr düsteres Tal gebracht.
"Due to the low level of sunshine, from autumn until spring the village of Rjukan in the Vestfjord valley normally languishes in the shadows of the surrounding mountains.",Wegen des niedrigen Sonneneinfallgrades versinkt das im Vestfjord-Tal gelegene Rjukan von Herbst bis Frühling normalerweise im Schatten der umliegenden Berge.
"With three gigantic mirrors, each 45 metres tall, a centuries-old dream came true on Wednesday.",Mit drei gigantischen Reflektoren in 45 Metern Höhe wurde am Mittwoch ein Jahrhunderttraum wahr.
"""Finally!', raved Mayor Steinar Bergsland at the inaugural ceremony, televised by broadcaster TV2.","""Endlich!"", schwärmte Bürgermeister Steinar Bergsland bei der Startzeremonie im Sender TV2."
"Some valley residents lay back on sun loungers, while others safely put on their sunglasses.","Einige Talbewohner rückten sich Sonnenstühle zurecht, andere setzten sicherheitshalber Sonnenbrillen auf."
